"date","Temperature","Humidity","Light","CO2","HumidityRatio","Occupancy"
"2015-02-04 17:51:00",23.18,27.272,426,721.25,0.00479298817650529,1
"2015-02-04 17:51:59",23.15,27.2675,429.5,714,0.00478344094931065,1
"2015-02-04 17:53:00",23.15,27.245,426,713.5,0.00477946352442199,1
"2015-02-04 17:54:00",23.15,27.2,426,708.25,0.00477150882608175,1
"2015-02-04 17:55:00",23.1,27.2,426,704.5,0.00475699293331518,1
"2015-02-04 17:55:59",23.1,27.2,419,701,0.00475699293331518,1
"2015-02-04 17:57:00",23.1,27.2,419,701.666666666667,0.00475699293331518,1
"2015-02-04 17:57:59",23.1,27.2,419,699,0.00475699293331518,1
"2015-02-04 17:58:59",23.1,27.2,419,689.333333333333,0.00475699293331518,1
"2015-02-04 18:00:00",23.075,27.175,419,688,0.00474535071966655,1
"2015-02-04 18:01:00",23.075,27.15,419,690.25,0.00474095189694268,1
"2015-02-04 18:02:00",23.1,27.1,419,691,0.00473937073052061,1
"2015-02-04 18:03:00",23.1,27.1666666666667,419,683.5,0.00475111875560951,1
"2015-02-04 18:04:00",23.05,27.15,419,687.5,0.0047337317970825,1
"2015-02-04 18:04:59",23,27.125,419,686,0.00471494214590473,1
"2015-02-04 18:06:00",23,27.125,418.5,680.5,0.00471494214590473,1
"2015-02-04 18:07:00",23,27.2,0,681.5,0.00472807794966877,0
"2015-02-04 18:08:00",22.945,27.29,0,685,0.00472795137178073,0
"2015-02-04 18:08:59",22.945,27.39,0,685,0.0047454083970941,0
"2015-02-04 18:10:00",22.89,27.39,0,689,0.00472950615591001,0
"2015-02-04 18:10:59",22.89,27.39,0,689.5,0.00472950615591001,0
"2015-02-04 18:11:59",22.89,27.39,0,689,0.00472950615591001,0
"2015-02-04 18:13:00",22.89,27.445,0,691,0.00473907551474663,0
"2015-02-04 18:14:00",22.89,27.5,0,688,0.00474864516581148,0
"2015-02-04 18:15:00",22.89,27.5,0,689.5,0.00474864516581148,0
"2015-02-04 18:16:00",22.79,27.445,0,689,0.00471022404680625,0
"2015-02-04 18:16:59",22.79,27.5,0,685.666666666667,0.00471973499914952,0
"2015-02-04 18:17:59",22.79,27.5,0,687,0.00471973499914952,0
"2015-02-04 18:19:00",22.79,27.5,0,688,0.00471973499914952,0
"2015-02-04 18:20:00",22.745,27.5,0,670,0.0047067761580489,0
"2015-02-04 18:21:00",22.7,27.4633333333333,0,668.666666666667,0.00468754308384392,0
"2015-02-04 18:22:00",22.7,27.5,0,670,0.00469384871410812,0
"2015-02-04 18:23:00",22.7,27.5,0,667,0.00469384871410812,0
"2015-02-04 18:23:59",22.6666666666667,27.4266666666667,0,664.5,0.00467170776461751,0
"2015-02-04 18:24:59",22.7,27.6,0,670,0.00471104653252311,0
"2015-02-04 18:26:00",22.6,27.4266666666667,0,670.333333333333,0.00465269945869772,0
"2015-02-04 18:27:00",22.6,27.39,0,672,0.0046464328065348,0
"2015-02-04 18:28:00",22.6,27.3566666666667,0,658,0.00464073595878431,0
"2015-02-04 18:29:00",22.6,27.445,0,660.5,0.00465583283178072,0
"2015-02-04 18:29:59",22.6,27.4266666666667,0,658,0.00465269945869772,0
"2015-02-04 18:30:59",22.6,27.445,0,655,0.00465583283178072,0
"2015-02-04 18:32:00",22.6,27.445,0,654.25,0.00465583283178072,0
"2015-02-04 18:33:00",22.6,27.39,0,648,0.0046464328065348,0
